analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,artist_playmeid,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,song_hotttnesss,song_id,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
22050,31760,0.60667527837544433,0.36967409333964446,ARLZ2LD1187B9B17FD,41.184660000000001,"Bridgeport, CT",-73.199070000000006,Emilia,-1,c14d9815a57360d18187358d26727336,0.0,174.81098,0.154,0.0,7,0.35099999999999998,-3.2349999999999999,1,0.34000000000000002,You're My World,542178,0.56927565067547881,SOWXYMX12AB017F190,169.55799999999999,86.620000000000005,4,0.47699999999999998,You're My World,6001854,TRABPGO128F931B50C,0
22050,79189,0.521672995280826,0.35134507709257329,AR97EHA1187B98AD5F,30.331379999999999,"Jacksonville, FL",-81.655799999999999,Blind Blake,96197,a8664c8ae0045dddc6796debd6c91afd,0.0,186.90566999999999,0.0,0.0,0,0.55900000000000005,-22.824999999999999,1,0.59899999999999998,Blind Blake Vol. 1 (1926 - 1927),174635,nan,SOHGDHJ12A8C13F54D,181.79499999999999,86.997,1,0.0,Blake's Worried Blues,1871815,TRABPEY128F429F541,0
22050,19933,0.52363303178139176,0.34835002222391709,ARV6QHT1187FB5537A,nan,,nan,Nana Caymmi,8397,279d9412df0f3d9d0c7a43e8f59c0cfd,0.0,216.86812,0.19500000000000001,0.0,11,0.61099999999999999,-13.773999999999999,0,0.40000000000000002,Sangre De Mi Alma,34130,0.26586104921065007,SOIKLHC12A6D4FA158,206.95400000000001,179.57499999999999,1,0.0,Solamente Una Vez,365175,TRABPJW128F147295E,0
22050,17254,0.57604417271726671,0.36082993736872698,ARMT23H1187B995083,29.424489999999999,"SAN ANTONIO, Texas",-98.494619999999998,Emilio,100166,274b75f11d67f8d75d0462d9a042eb8b,0.0,165.22404,0.29299999999999998,0.0,10,0.65300000000000002,-13.776999999999999,1,0.57399999999999995,10 Aniversario,24765,nan,SOLCIZY12A6D4F6A61,160.06100000000001,205.333,4,0.26100000000000001,Mira Nina,262765,TRABPJN128F145DB70,0
22050,23824,0.6867208337716193,0.40809181858752275,ARSYOWS1187FB41157,40.714550000000003,"New York, NY",-74.00712,The Rascals,3048,ea6e127cdc115b33dc7847921b01bf40,0.0,223.89506,0.14799999999999999,0.0,2,0.82799999999999996,-9.8989999999999991,0,0.61099999999999999,See,34575,0.40505200321781892,SOAIGUM12A6D4F6FCB,214.80799999999999,113.05800000000001,1,0.0,Nubia (LP Version),370241,TRABPCM128F1473A75,0
22050,131684,0.3173913800886155,0.34528477298839833,ARGAWJY11F50C50904,nan,,nan,Jane Winther,50989,4e1cc8e3e39be488e70b46670ec224b1,0.0,145.68444,0.56000000000000005,0.0,8,0.52700000000000002,-16.050999999999998,1,0.55300000000000005,Prayer,346332,nan,SOWMUXA12AB01840EC,130.74000000000001,27.163,1,0.0,The Lords Prayer,3883266,TRABPCJ128F930903D,0
22050,110387,0.51078384559843526,0.34901349777131224,ARGWFMR1187B98D0E7,-19.596340000000001,ES,-40.771050000000002,Cómplices,1778,00d7ca04d80eb5c0892ec54c6fc91f39,0.0,307.56526000000002,0.25900000000000001,0.0,0,0.16400000000000001,-5.9589999999999996,1,0.376,Grandes Exitos: Complicidad,303880,0.56545101217369831,SOUSQZF12A8C13BBB9,300.71600000000001,100.051,4,0.94999999999999996,Ojos Gitanos,3421037,TRABPHE128F42A1E65,1991
22050,17763,0.50693333578065736,0.33485127047376706,ARXP9GE1187FB3ED0E,42.68318,"Rochester, MI",-83.137020000000007,Becky Baeling,-1,8531d20c4e610bb2860bf3a79db58e58,0.0,247.66649000000001,0.47999999999999998,0.0,7,0.44700000000000001,-5.9630000000000001,1,0.50800000000000001,Becstasy,25826,nan,SOQVGKZ12A6D4F8244,229.57599999999999,132.892,4,0.39800000000000002,If You Love Me,276634,TRABWJA128F1460CFC,2003
22050,370725,0.47012407514783316,0.32502293284522349,ARQAXT91187B99103A,nan,,nan,UKW,-1,6e6bc6a3b0c8812b370f4133fecff211,0.0,266.762,0.0,0.0,0,0.71399999999999997,-7.3810000000000002,1,0.747,Ultrakurzwelle,500301,0.0,SOZXPDN12AB018302E,259.43700000000001,97.361999999999995,3,1.0,Allein,5540906,TRABWUW128F93214D6,0
22050,144833,0.52469495789773679,0.36806724103089156,AR8S3OI1187B9B92E4,nan,,nan,Shy FX & T Power,-1,2c5cec2c212302a4fe6604746e6c4dce,0.0,380.44689,0.0,0.0,4,0.056000000000000001,-3.5840000000000001,0,0.20599999999999999,Innovation The Album Mixed By Shy FX,278622,nan,SOKJKUH12A8AE46FAA,367.46699999999998,88.972999999999999,4,1.0,Feelings,3102732,TRABWFU128F425949F,2005
22050,16470,0.63213091301509683,0.4722812106508984,ARO0QD41187FB3AB0A,34.053489999999996,"Los Angeles, CA",-118.24532000000001,Keb' Mo',13085,c38f4333e87ff0b4ff1b9cb75a92e8b5,0.0,190.56281000000001,0.0,0.0,2,0.81499999999999995,-10.548,1,0.63100000000000001,Suitcase,308612,nan,SOMLPQI12A8C13EE3F,179.18799999999999,89.965999999999994,4,1.0,Still There For Me,3481169,TRABWPT128F42B06CC,2006
22050,45570,0.55785785004562827,0.36982344721963717,AR6C6VO1187FB4E267,35.149679999999996,"Memphis, TN",-90.048919999999995,Tora Tora,-1,9dbda774ed3f5a4a504152a73dd5f9c5,0.0,229.87710000000001,0.35099999999999998,0.0,9,0.66100000000000003,-8.952,0,0.65300000000000002,Before & After,715143,0.3005928806392878,SOYJBVO12AB0189DB3,226.40000000000001,140.98400000000001,4,1.0,Wasted Love,7932307,TRABZKU12903CBFE15,0
22050,21381,0.72082397170928825,0.4374645536949841,AR9JNFU1187B9B9868,nan,,nan,Gal Costa,5748,2a758583198835d6aafe0b50964e56d6,0.0,193.35791,0.24099999999999999,0.0,9,0.24399999999999999,-10.843999999999999,0,0.255,Classic Latino,388945,nan,SOWSLOF12AB017FE36,189.57900000000001,137.941,4,0.20100000000000001,Canta Brasil,4312637,TRABZQU128F92ECDEF,1981
22050,14833,0.85263893221877907,0.5357631577199824,ARWA8AH1187FB3FC84,51.506320000000002,London,-0.12714,Hot Chip,5202,b10a25b56fc3b2a72ae9fb3801c2d158,0.0,181.02812,0.154,0.0,1,0.91400000000000003,-6.4459999999999997,1,0.70299999999999996,Coming On Strong,776987,0.33888672001070602,SOKXZEJ12AC3DF5E1E,181.02799999999999,126.14,4,0.0,Ass Attack (Four Tet Remix),8597333,TRABZPI12903CEB0EC,2004
22050,4802,0.8265136285539465,0.62822838731278274,ARSF0K11187B9AF319,nan,"London, England",nan,James Taylor,2968,41b1c67f8613ab2477cec7f886af8df9,0.0,324.85831999999999,0.0,0.0,7,0.60799999999999998,-10.086,1,0.65300000000000002,James Taylor Live,282034,0.5466354885721183,SOBKPCA12A8C131AD9,314.23000000000002,102.756,3,1.0,Steamroller Blues,3141033,TRABZRZ128F42628AD,0
22050,8395,0.68569164900030333,0.54250209610485467,ARA3VJJ1187FB3F5A6,nan,"Quantico, VA",nan,Shelby Lynne,10963,713b91d8013c84dd71e4be506831a278,0.0,290.97751,0.17699999999999999,0.0,7,0.73799999999999999,-15.545999999999999,1,0.877,Suit Yourself,11462,0.39200877147130697,SOJWZGJ12A670203B7,258.88499999999999,121.773,4,1.0,Old Times Sake,117348,TRABZCL128E0789AED,2005
22050,102509,0.50803661624484808,0.33962756104436342,ARZY28S1187FB40BAB,-33.919060000000002,"Cape Town, ZA",18.421959999999999,Taboo,49441,9de462ecf32c4984a85c382b94f0a549,0.0,301.71382999999997,0.21199999999999999,0.0,9,0.037999999999999999,-6.3659999999999997,0,0.217,Italo Dance Collection_ Vol. 1,739802,0.0,SOEDDXY12AC907580A,297.99299999999999,131.96799999999999,4,0.0,Sous la Tour Eiffel,8195623,TRABZYK12903D000B2,0
22050,228630,0.419034024131271,0.29398439015383726,ARFY8NV1187B9B1961,nan,,nan,Der Moderne Man,-1,6b7d25f8731e2d70c415c53639e0ccab,0.0,183.30077,0.16500000000000001,0.0,4,0.57799999999999996,-8.5790000000000006,1,0.56299999999999994,Drama_ Spiel und Blut (Das Archiv Teil 1),460246,0.27077599894632748,SOHJIJX12AB01821ED,175.90299999999999,147.679,1,0.0,Heute,5123972,TRABZSI128F9329184,0
22050,10667,0.80322000308984198,0.58302229140782946,ARYVO9V1187B9B1FC6,nan,"Glasgow, Scotland",nan,Franz Ferdinand,646,992619182eabf52876708280bba30499,0.0,195.13424000000001,1.054,0.0,7,0.59399999999999997,-7.3289999999999997,1,0.71399999999999997,Eleanor Put Your Boots On,496543,nan,SOJBWGF12A8159E883,175.18299999999999,143.679,1,0.0,Eleanor Put Your Boots On,5498158,TRABZOP128F9316E24,2005
22050,13022,0.60338314527163628,0.42212719929260334,AR1DR0E1187FB48F61,nan,"Cross Lane, WV",nan,Kathy Mattea,3057,06072ea20a4919973fdca879e36d37ce,0.0,44.642809999999997,0.0,0.0,1,0.42599999999999999,-16.504000000000001,0,0.54400000000000004,Coal,243895,0.3231121208952123,SOTTJUN12A8C132C22,44.643000000000001,146.89400000000001,1,0.0,Sally In the Garden,2659015,TRABZRB128F423EFA9,2008
22050,16824,0.74768401245507932,0.52999583289930752,ARHI20L1187FB4C997,51.271720000000002,"Wallington, Surrey, England",-0.39534999999999998,Jeff Beck,9244,9017aac1cc666159bb20c47f702bb6f2,0.0,286.27546000000001,0.0,0.0,4,0.315,-7.7400000000000002,0,0.44700000000000001,Performing this week... At Ronnie Scotts,363561,0.77147175305662674,SOFDOAD12A58A7BAD3,282.529,145.917,1,0.0,A Day In The Life (Album Version),4046653,TRABZSL128F932A529,0
22050,357838,0.41698586447758756,0.26745419391572872,ARZGMLE11F4C840C9D,nan,,nan,Extasick,-1,6459821d2cb90fb8916f4bb6ce21e09d,0.0,134.03382999999999,0.0,0.0,2,0.049000000000000002,-8.9329999999999998,1,0.45700000000000002,Extasick and This Dirty Musick,483228,0.0,SOLEQYS12AB017D59D,125.167,91.459000000000003,4,0.91900000000000004,Misanthrope,5362374,TRABGDA128F92F69BB,0
22050,16919,0.68113024184846782,0.45339908329024609,AROATPL1187FB48E12,34.167879999999997,Arizona,-111.9307,UFO,32564,052bed67159832bdbc1dfb23661ead27,0.0,212.61016000000001,3.6920000000000002,0.0,7,0.83399999999999996,-8.548,1,0.68100000000000005,The Official Bootleg Box Set,516641,nan,SOPHMAS12AB0186B88,210.245,116.11,4,1.0,Chains Chains (Live In Hammersmith),5714557,TRABGHG128F934B27E,0
22050,17472,0.56597126727094338,0.38401812854257616,ARYCP7D1187B99516B,43.648560000000003,"Toronto, Canada",-79.385329999999996,Pat Travers,52143,b2947b329067db6bd60a8bc0e94e5e77,0.0,152.99872999999999,0.86799999999999999,0.0,9,0.63500000000000001,-7.8120000000000003,1,0.63200000000000001,Pat Travers,611925,nan,SOFZJFU12A8C1420A1,152.999,140.87200000000001,4,0.33600000000000002,As My Fire Flies,6802983,TRABGIJ128F92F5EC8,0
22050,244020,0.45567977854361785,0.34369744996260998,ARWNRBH1187B9B7E68,48.884369999999997,"Neuilly-sur-Seine, France",2.2693400000000001,Philippe Sarde,-1,f289a0d6e06db2a139be7f85c64b62fa,0.0,158.82404,0.66100000000000003,0.0,2,0.49199999999999999,-22.350000000000001,0,0.41999999999999998,Le Mystère de la Chambre Jaune (Bande Originale du Film),452242,nan,SOWFQKL12AB017D754,154.53999999999999,85.691000000000003,3,0.748,Le Presbytère n'a rien perdu de son Charme,5023304,TRABGUV128F9310D99,0
22050,29787,0.85121806385307908,0.5104900809935683,AROHMXL1187B9AF4B2,nan,"College Park, Georgia",nan,Yung Joc,142171,59ffb5daaef04626c38d7f58d2f740a8,0.0,193.64526000000001,4.29,0.0,4,0.0040000000000000001,-5.7969999999999997,0,0.123,Hustlenomics,124147,0.30416950343527516,SOOBSJW12A6D4FA2B2,184.08199999999999,174.01900000000001,4,0.034000000000000002,BYOB (Explicit Album Version),1281518,TRABGUU128F4227C0A,2007
22050,60985,0.68645208323177453,0.51725928313806024,ARMD6JB1187FB3B0E7,nan,Germany,nan,Die Fantastischen Vier,2338,51b8ae256e8ac516026d4cc6edc60fbb,0.0,149.99465000000001,0.129,0.0,9,0.63400000000000001,-5.165,0,0.52500000000000002,Jetzt geht's ab - Jubiläums-Edition,601992,nan,SOISSLO12AC96185B0,146.036,120.001,4,0.54800000000000004,Böse,6688506,TRABGMB12903CF50FE,1991
22050,7050,0.45805517936300361,0.23345958005252518,AR0LVFQ1187B9A84E0,40.714550000000003,NY - New York City,-74.00712,Jason Miles,111355,91a105f175354170983805e2247cf236,0.0,269.40035999999998,0.23499999999999999,0.0,0,0.37,-7.4669999999999996,1,0.36399999999999999,To Grover_ With Love,222208,nan,SOKQFOM12A8C13E738,262.94299999999998,163.97,4,0.80300000000000005,Brighton by the Sea,2429378,TRABGYI128F428EDC5,0
22050,284755,0.038638109908430855,0.0,ARFAGIR1187B997EA1,nan,,nan,Jeanie Lambe & The Danny Moss Quartet,-1,eb0a1dcc497510fcf0da32aa6c76f012,0.0,152.03219999999999,0.097000000000000003,0.0,8,0.115,-10.273999999999999,1,0.34999999999999998,The Blue Noise Session,367900,nan,SOCYAKZ12AB018708F,147.441,168.55799999999999,4,0.22600000000000001,Saturday Night Is The Loneliest Night In The Week,4094546,TRABGOW128F9334C37,0
22050,100561,0.36373408389289019,0.14039047533794524,ARZCEOJ1187B9A91C0,nan,,nan,State of Chaos,-1,773fe1a0513356a24d7a9e1f7de1e5fe,0.0,176.90076999999999,0.45600000000000002,0.0,2,0.34499999999999997,-18.724,1,0.42399999999999999,Across the nation,126280,0.0,SOZEMEV12A6D4F9317,171.91499999999999,97.619,3,0.53000000000000003,CHAOS INTRO,1306246,TRABGYU128F422B4D3,0
22050,3441,0.50873124115129797,0.33293095119390642,ARRVUWA1187B9A0FE2,21.511019999999998,Cuba,-77.806790000000007,Orquesta Aragón,16692,4c84a928ccd388633690a6d56a2f7bde,0.0,173.68771000000001,0.314,0.0,7,0.0,-7.1130000000000004,1,0.0,10 De Colección,508063,nan,SOACHGQ12AB018590E,170.91,92.605999999999995,4,1.0,Ven Morena,5622241,TRABGWT128F9334E43,2003
22050,24165,0.89717803846997868,0.43823441386890283,ARBXIDR1187B9AB77E,nan,,nan,Avril - Remix By Ana Rago,-1,058811c2324455b8ff1a9201f2e3f4bd,0.0,188.39465000000001,0.39200000000000002,0.0,6,0.40500000000000003,-18.396999999999998,1,0.39500000000000002,The Date - Dated Girls Remixes,123825,nan,SOVCZHI12A6D4FAB0D,184.44800000000001,85.281999999999996,3,0.94099999999999995,The Date (Remix By Ana Rago),1278208,TRABGIA128F4226F8A,2002
22050,13626,0.79309437008166128,0.5684918154445614,ARD2NDU1187B99B615,nan,"Boston, MA",nan,Dropkick Murphys,-1,54e8c652a1711027ae361961aa24748c,0.0,196.72771,0.0,0.0,9,0.0080000000000000002,-5.3860000000000001,0,0.254,Live On St. Patrick's Day,204315,0.52878248094258773,SOQGZBE12A8C139160,183.68700000000001,183.80799999999999,4,0.0,Bloody Pig Pile (Live),1081787,TRABGZL128F428A25B,2002
22050,17871,0.49866364857789747,0.32188268994567615,AR6C8EJ1187FB3F473,nan," Ubá, Minas Gerais",nan,Nelson Ned,66900,073027022f34b34def422db4985d37e1,0.0,200.48934,0.0,0.0,10,0.42699999999999999,-12.708,1,0.42399999999999999,Mis Momentos,158078,nan,SOAXABK12A8C13C76F,190.03800000000001,146.06100000000001,4,0.0,A Mi No Me Importa,1665443,TRABGQG128F4275A1E,0
22050,269,0.81831935913889431,0.66729459564346905,ARVN9FZ1187FB393F1,nan,"Dundee, Scotland",nan,SNOWPATROL,1468,5b371b4a99beceff64fb487f1791f189,0.0,233.03791000000001,2.2519999999999998,0.0,0,0.098000000000000004,-8.4990000000000006,0,0.30299999999999999,CHRISTMAS DANCE SENSATION,369886,nan,SOEWJWO12AB01865EB,229.529,144.00299999999999,4,0.0,We Wish You A Merry Christmas,4119851,TRABGLK128F9338730,0
22050,1971,0.62930180567648486,0.45077989068682317,ARFFDZU1187FB50682,40.714550000000003,"New York, NY",-74.00712,Alan Silvestri,7464,8ce3a088f81c1baab2dcd5eb7195e4af,0.0,504.05831999999998,0.0,0.0,8,0.086999999999999994,-10.586,1,0.246,G.I. JOE,538812,0.30168175673163627,SOKCFEJ12AB017BE83,497.34800000000001,154.172,4,0.19800000000000001,The Joes Mobilize,5965806,TRABTBA128F9312BD8,2009
22050,435364,0.39394741307770775,0.28277506335743724,ARBON001187B99BAD8,nan,,nan,Rudolph Valentino,-1,bfe49e3eab2f184feb03a54e41971e30,0.0,184.73750999999999,0.39200000000000002,0.0,7,0.54300000000000004,-20.846,1,0.59699999999999998,Movie Stars (CD 2),584767,nan,SOTSZZK12AB0189F9D,177.04599999999999,101.621,5,0.93700000000000006,Kashmiri Love Song,6483770,TRABTTC12903CC34E8,1992
22050,18395,0.46519473334248795,0.3622840901263234,ARZ05QG1187FB3843E,31.553789999999999,"Monticello, MS",-90.107849999999999,Byther Smith,-1,b53c21a7378924a5298ab30de464487e,0.0,269.79219999999998,0.24099999999999999,0.0,0,0.70599999999999996,-10.483000000000001,1,0.69199999999999995,Hold That Train,495943,0.53557522229741672,SORMWFU12AB0185891,258.142,94.554000000000002,3,0.66100000000000003,So Unhappy,5490451,TRABTNT128F9315009,2004
22050,5417,0.64451969178699353,0.40561898198080898,ARQDWBG1187B9891D7,nan,,nan,Zeromancer,43168,6a48fd6a2de0d0556d94d5f5f53dcd78,0.0,362.31790999999998,3.0649999999999999,0.0,2,0.67400000000000004,-6.7619999999999996,1,0.58299999999999996,Sinners International,522008,0.67569680728980508,SOSQIQU12A8C143A53,350.37200000000001,90.027000000000001,4,0.96999999999999997,Ammonite,5768861,TRABTXS128F92E2FDC,2009
22050,22258,0.54678871665432371,0.37082898997298236,AR0693R1187FB59D32,nan,,nan,Dusminguet,-1,203287fe3e0dba49038bbd9b25ead7f4,0.0,199.13097999999999,0.0,0.0,5,0.81299999999999994,-4.3140000000000001,1,0.59299999999999997,Postrof,154936,0.28848164265602888,SOMXSEH12A8C1371EA,192.441,196.18799999999999,4,1.0,San Cristobal,1621124,TRABTSM128F426AF07,2001
22050,170299,0.46730439262539974,0.26439691578413521,AR4PZLK1187B999B4E,nan,Salvador BRAZIL,nan,Sylvia Patricia,-1,b95d18a122b30404247a83ba445ffb79,0.0,259.34321999999997,0.223,0.0,2,0.39000000000000001,-9.3930000000000007,1,0.60799999999999998,Purpurina 37,237735,nan,SOUIDWL12A8C13357A,251.25700000000001,144.07300000000001,4,0.0,Marca de Amor Não Sai,2609448,TRABTUK128F4232E52,0
22050,70129,0.48579291934133217,0.33287056693742817,ARFZNR41187B990AF7,nan,"Vance, MS",nan,Sunnyland Slim,21253,98d6b810878f71bf9af15d33854ae6fa,0.0,147.77423999999999,0.68100000000000005,0.0,9,0.16800000000000001,-12.388999999999999,1,0.23300000000000001,Chicago Blues Festival 1974 With Jimmy Dawkins,324688,nan,SOKKRTJ12AB0182F77,142.89599999999999,150.86699999999999,5,0.85999999999999999,I Got To Quit My Baby,3656394,TRABTNM128F92DCC68,0
22050,49948,0.56602430215953659,0.38460168554782642,AR0AVIB1187FB37D01,nan,"Englewood, NJ",nan,Regina Belle,11682,05c4ad3acb550761cbac06bb9a88de6e,0.0,274.80770999999999,0.0,0.0,0,0.41599999999999998,-10.720000000000001,1,0.47099999999999997,Lazy Afternoon,323408,nan,SOVGKBD12AAF3B4FFB,265.51400000000001,67.745000000000005,4,0.0,If I Ruled The World,3641764,TRABTZP128F92D9357,2004
22050,216,0.83124027699106595,0.73788413317776769,AR0S7TA1187FB4D024,nan,,nan,Christina Aguilera,331,2f22aec8c62b024f61b00eb9239142a0,0.0,266.73586999999998,2.5659999999999998,0.0,6,0.434,-7.8339999999999996,1,0.443,Mi Reflejo,299146,0.62243513729152034,SOBCKIM12A8C13936C,252.53999999999999,117.98399999999999,4,1.0,Pero Me Acuerdo De Tí,3356277,TRABKUJ128F4292445,2000
22050,22827,0.40449959640945871,0.33164243923344205,ARIUQZL1187FB4303B,nan,,nan,Erkki Junkkarinen,-1,790e9c3e0936be948c6f0e382048a87a,0.0,215.82321999999999,0.224,0.0,4,0.27300000000000002,-9.5589999999999993,0,0.20699999999999999,Ystävän Laulu - 25 Unohtumatonta Laulua,304190,0.0,SOSLEMJ12A8C13F86B,208.84,100.61199999999999,4,0.70199999999999996,Rakkauden satu - Histoire d'un Amour -,3461007,TRABKAS128F42AB822,0
22050,324578,0.45087777772649013,0.31317160194825522,AR8QW7Y119B866993A,nan,,nan,Oztara,-1,dc43bd64c1ec7ab5365f6ae5eb797372,0.0,207.51627999999999,0.20000000000000001,0.0,3,0.023,-5.7859999999999996,0,0.25900000000000001,Ensorsoleil,435836,nan,SOTAGIH12AB018152A,203.39500000000001,191.929,4,0.38,La Route Est Belle,4855309,TRABKMS128F92EAFAA,2005
22050,87673,0.75867871516294794,0.5575624722214324,ARQ05GM1187B990512,33.996040000000001,"Chino Hills, CA",-117.75801,A Static Lullaby,10004,36d49766e5403ee1fac0019545a5f0c4,0.0,237.42649,2.786,0.0,7,0.14499999999999999,-4.6210000000000004,1,0.32900000000000001,Faso Latido,292356,0.54230752616864863,SOXHJSE12A8C1364FF,227.49799999999999,80.409999999999997,4,0.40200000000000002,God Bless You (Goddamn it),3289196,TRABKBS128F42823EC,2005
22050,257867,0.37596213336773021,0.34987338133306917,ARJAVK71187B989FEF,nan,,nan,Sonia Dersion,-1,831e9bdc547d2a8d3b1c4ab6ca2e4533,0.0,269.87056999999999,0.113,0.0,5,0.10000000000000001,-8.0890000000000004,0,0.12,Belles De Zouk,400543,0.24762576384321291,SONKANV12AB017E5F0,258.72800000000001,173.93600000000001,4,0.46100000000000002,Urgence,4444341,TRABKRG128F930641C,2004
22050,157861,0.60773431995942195,0.44845283663706254,ARVD9M11187FB49291,nan,,nan,Headhunter,-1,a57318c9a4c3941c76d6de0b1d8d80a2,0.0,312.76362999999998,0.29699999999999999,0.0,8,0.46500000000000002,-3.319,0,0.46200000000000002,Parody Of Life,208685,0.21204540548371908,SOPEYWY12A8C13A9EC,308.22699999999998,153.55099999999999,4,0.34300000000000003,Trapped In Reality,2261535,TRABKZZ128F426A87F,0
22050,54554,0.71838134238330875,0.45582597880304432,ARBD4QW1187FB42153,62.198450000000001,Sweden,17.55142,Scar Symmetry,56729,c1e6ca46b2ba9c6fb1e95c5e66d64c82,0.0,271.54239999999999,0.11899999999999999,0.0,6,0.050999999999999997,-3.536,0,0.61199999999999999,Nuclear Blast Showdown 2006,125805,0.71632127123898603,SODUYOC12A67ADC8ED,267.63299999999998,150.08600000000001,4,0.89400000000000002,The Illusionist,1296684,TRABKJU128F422A7FE,2006
22050,19928,0.52288813192954464,0.30571905984485964,AR1LQNB1187B9A6AE5,nan,,nan,La Portuaria,57330,abda17c2969a22e67c61f0e72cb29698,0.0,132.25751,0.0,0.0,0,0.68100000000000005,-11.970000000000001,1,0.55600000000000005,Rosas Rojas,301389,nan,SOXKCIT12A8C13A881,126.798,122.113,4,0.65600000000000003,Marcando El Ritmo Al Caminar,3390969,TRABQOW128F429AAF8,0
22050,334050,0.387287526975018,0.18808974659151034,ARIPQAE11F4C83B78A,nan,,nan,Rummage,-1,e03f79154f1655e385c05040ec93f727,0.0,178.12853000000001,0.20899999999999999,0.0,10,0.70099999999999996,-6.0140000000000002,0,0.68100000000000005,thahandclaspinduction,457415,nan,SOEXHZZ12AB018661D,169.477,95.503,4,1.0,Megatrend,5091169,TRABQEW128F93214A8,0
22050,11550,0.782555689040213,0.33536857774641954,ARZCXO91187FB53708,32.678280000000001,Georgia,-83.222949999999997,Justin,70751,025ee766984a5332aa441c5db0911d95,0.0,149.49832000000001,0.0,0.0,11,0.38300000000000001,-15.148,0,0.47999999999999998,Justin In Love With HK Philharmonic Concert Live,74803,nan,SOVSGKJ12A6D4F9925,141.49700000000001,109.702,3,0.79300000000000004,Erica,771817,TRABQLO128EF34E48A,0
22050,145957,0.55654946572931396,0.36215399143680238,AREDW1C1187B9ACAC2,nan,,nan,Gaetano Donizetti,-1,b9054b8f7630060aba2b804736061f3f,0.0,206.68036000000001,0.125,0.0,4,0.82799999999999996,-22.271000000000001,1,0.65000000000000002,Roberto Devereux,609943,nan,SOMKWCF12A8C142BCD,202.40299999999999,107.536,3,0.51700000000000002,Donizetti: Roberto Devereux: L'ore trascorrono...,6779256,TRABQYT128F92F02C7,0
22050,281172,0.51171197343654251,0.33256772994550465,AROBERX1187B9B437A,nan,"Brooklyn, NY",nan,Stars Like Fleas,-1,9f31e37c144f880edf89d1e9bb7a6bbb,0.0,264.51546000000002,0.0,0.0,5,0.58799999999999997,-7.4009999999999998,1,0.39400000000000002,The Ken Burns Effect,529798,0.0,SOUYCPO12AAF3B3E0B,249.73599999999999,103.93600000000001,1,0.0,You Are My Memoir,5853000,TRABQVM128F92F7544,2007
22050,142898,0.65393782097002051,0.39685586932534861,ARMD0G81187B99A519,nan,,nan,Vickie Winans,8019,b648709889fc0a771d3feb9854dcbd96,0.0,358.71301999999997,0.0,0.0,10,0.374,-20.283999999999999,0,0.40699999999999997,Share the Laughter,688578,nan,SOVYOMR12AC468ABB9,353.59300000000002,124.194,7,0.95599999999999996,Little Timmy,7643083,TRABQIR12903CF04AD,0
22050,78829,0.48006211445551078,0.33021269890093352,ARYKXSD1187B9A4DAD,nan,,nan,David Hudson,75286,f5aa32ac9477ed57ecf6eaf0d3c471c8,0.0,320.91383000000002,0.182,0.0,4,0.39700000000000002,-13.462,1,0.56799999999999995,Primal Elegance One,448675,nan,SOJZZHD12AB01821A2,313.07499999999999,158.321,4,0.59099999999999997,Arrival,4980652,TRABQDK128F9308F8E,0
22050,21239,0.83317852610906495,0.80421979744672145,AR6PJ8R1187FB5AD70,nan,"Barranquilla, Colombia",nan,Shakira,1424,05be0926338d6b86dcb14029a4610c9d,0.0,148.19220000000001,0.0,0.0,4,0.96999999999999997,-19.975999999999999,1,0.93500000000000005,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),439614,0.70112428621998146,SOSMXVH12A58A7CA6C,141.398,115.066,1,0.0,Pienso En Ti,4898181,TRABQZK128F92F54F4,1995
22050,506013,0.45506489647873377,0.32386075040870338,ARSKSFC1264D0E32F8,nan,,nan,Canis Dirus,-1,4c3aaaae9fc350fa1528294319d6cd06,0.0,722.20689000000004,0.0,0.0,9,0.66700000000000004,-6.4349999999999996,1,0.621,A Somber Wind From A Distant Shore,681223,nan,SOBEVMI12AB018E480,698.346,200.16900000000001,3,0.54300000000000004,A Somber Wind from a Distant Shore (Album),7558578,TRABQII12903CDBAFE,0
22050,22338,0.43763471807167803,0.36134021043150916,ARKXLIJ1187B9A4C54,nan,,nan,Percy Faith And His Orchestra,8527,5be7fedbb947875ae35cebf55994a065,0.0,152.13668999999999,0.0,0.0,2,0.64500000000000002,-17.611000000000001,1,0.52100000000000002,The Golden Age of Light Music: Orchestral Gems in Stereo,735410,0.0,SOIZXXS12AC468645B,148.857,179.26400000000001,5,0.74099999999999999,Damisela Encantadora,8147740,TRABQUK12903CF45B1,0
22050,497868,0.43986690449935939,0.3129475097063561,ARUDPRC1257509BA98,nan,,nan,Adr Lavey,-1,7a0efc7e0f0385b59fe2f03085aaf46a,0.0,194.45506,0.096000000000000002,0.0,6,0.51200000000000001,-6.181,1,0.54800000000000004,Leviathans Creations,667999,nan,SOWOSLT12A8C13F193,189.57400000000001,96.007000000000005,4,0.65500000000000003,In The Name of the Father,7406355,TRABQFJ12903CB6C29,0
